,Unnamed: 0,id,label,chrom,start,end,Length,Hits,Hits per Kb,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,Hermes probability
441,466,CAGL0L01903g,0,ChrL_C_glabrata_CBS138,219730,224745,5016,21,4.19,656,19,14,183,0.114,1267,0.253,476,29,37,0.0949,0.0483,0.0617,0.005
442,467,CAGL0L02123g,0,ChrL_C_glabrata_CBS138,247623,251747,4125,15,3.64,961,0,6,274,0.066,1574,0.382,371,63,55,0.0899,0.105,0.0917,0.07
443,468,CAGL0L02299g,0,ChrL_C_glabrata_CBS138,265753,268362,2610,22,8.43,414,7,31,177,0.23800000000000002,815,0.312,189,51,42,0.0724,0.085,0.07,0.015
444,469,CAGL0L02585g,0,ChrL_C_glabrata_CBS138,303265,305887,2623,8,3.05,153,1,15,297,0.051,1199,0.457,245,65,66,0.0934,0.1083,0.11,0.145
445,470,CAGL0L02651g,0,ChrL_C_glabrata_CBS138,311897,315177,3281,71,21.64,4790,10,4,245,0.442,391,0.11900000000000001,318,43,51,0.0969,0.0717,0.085,0.005
446,471,CAGL0L02739g,0,ChrL_C_glabrata_CBS138,321774,324826,3053,40,13.1,1333,11,4,359,0.182,566,0.185,293,62,47,0.096,0.1033,0.0783,0.0
447,472,CAGL0L02761g,0,ChrL_C_glabrata_CBS138,322514,324827,2314,30,12.96,1254,8,4,307,0.21100000000000002,476,0.20600000000000002,220,60,46,0.0951,0.1,0.0767,0.005
448,473,CAGL0L02827g,0,ChrL_C_glabrata_CBS138,330285,334008,3724,125,33.57,9942,1,0,268,0.626,683,0.183,363,62,48,0.0975,0.1033,0.08,0.025
449,474,CAGL0L03091g,0,ChrL_C_glabrata_CBS138,356069,358787,2719,27,9.93,253,8,46,370,0.134,486,0.179,236,57,32,0.0868,0.095,0.0533,0.0
450,475,CAGL0L03135g,0,ChrL_C_glabrata_CBS138,360386,366069,5684,44,7.74,3014,16,57,443,0.087,696,0.122,529,61,40,0.0931,0.1017,0.0667,0.005
451,476,CAGL0L03157g,0,ChrL_C_glabrata_CBS138,366957,367712,756,20,26.46,1166,43,22,498,0.266,204,0.27,57,47,56,0.0754,0.0783,0.0933,0.01
452,477,CAGL0L03377g,0,ChrL_C_glabrata_CBS138,384802,388636,3835,34,8.87,1224,14,31,359,0.12300000000000001,971,0.253,342,56,31,0.0892,0.0933,0.0517,0.0
453,478,CAGL0L03520g,0,ChrL_C_glabrata_CBS138,403068,407537,4470,13,2.91,105,5,12,191,0.076,2692,0.602,419,68,58,0.0937,0.1133,0.0967,0.18
454,479,CAGL0L03608g,0,ChrL_C_glabrata_CBS138,414223,416984,2762,34,12.31,1217,18,16,256,0.24,535,0.19399999999999998,221,66,39,0.08,0.11,0.065,0.01
455,480,CAGL0L03674g,0,ChrL_C_glabrata_CBS138,422463,425688,3226,78,24.18,2909,11,30,272,0.444,455,0.141,320,40,44,0.0992,0.0667,0.0733,0.02
456,481,CAGL0L03696g,0,ChrL_C_glabrata_CBS138,426329,428795,2467,19,7.7,1064,28,6,320,0.12,477,0.193,243,47,63,0.0985,0.0783,0.105,0.005
457,482,CAGL0L03916g,0,ChrL_C_glabrata_CBS138,448047,456206,8160,154,18.87,5637,5,25,534,0.177,682,0.084,782,62,60,0.0958,0.1033,0.1,0.0
458,483,CAGL0L04290g,0,ChrL_C_glabrata_CBS138,501263,503960,2698,14,5.19,693,10,9,160,0.162,619,0.22899999999999998,251,58,67,0.09300000000000001,0.0967,0.1117,0.005
459,484,CAGL0L04400g,0,ChrL_C_glabrata_CBS138,513589,517119,3531,52,14.73,2805,20,18,220,0.335,895,0.253,343,41,49,0.0971,0.0683,0.0817,0.005
460,485,CAGL0L04576g,0,ChrL_C_glabrata_CBS138,528827,531641,2815,32,11.37,1815,15,29,307,0.185,329,0.11699999999999999,214,47,46,0.076,0.0783,0.0767,0.01
461,486,CAGL0L05412g,0,ChrL_C_glabrata_CBS138,596135,597636,1502,12,7.99,514,1,45,298,0.134,489,0.326,116,55,47,0.0772,0.0917,0.0783,0.055
462,487,CAGL0L05632g,0,ChrL_C_glabrata_CBS138,611940,614848,2909,8,2.75,222,12,26,211,0.065,2181,0.75,258,61,59,0.0887,0.1017,0.0983,0.295
463,488,CAGL0L06028g,0,ChrL_C_glabrata_CBS138,677489,679287,1799,18,10.01,397,42,31,424,0.11800000000000001,461,0.256,149,46,52,0.0828,0.0767,0.0867,0.005
464,489,CAGL0L06072g,0,ChrL_C_glabrata_CBS138,681292,683734,2443,19,7.78,601,0,11,415,0.094,905,0.37,263,62,51,0.1077,0.1033,0.085,0.09
465,490,CAGL0L06138g,0,ChrL_C_glabrata_CBS138,697297,699714,2418,12,4.96,198,32,40,532,0.047,507,0.21,207,51,59,0.0856,0.085,0.0983,0.015
466,491,CAGL0L06226g,0,ChrL_C_glabrata_CBS138,705481,708448,2968,40,13.48,995,22,17,391,0.172,636,0.214,279,52,53,0.094,0.0867,0.0883,0.0
467,492,CAGL0L06336g,0,ChrL_C_glabrata_CBS138,714274,717074,2801,26,9.28,507,3,5,387,0.12,385,0.13699999999999998,315,59,64,0.1125,0.0983,0.1067,0.03
468,493,CAGL0L06424g,0,ChrL_C_glabrata_CBS138,727017,730090,3074,46,14.96,1762,14,22,341,0.21899999999999997,280,0.091,272,42,64,0.0885,0.07,0.1067,0.0
469,494,CAGL0L06776g,0,ChrL_C_glabrata_CBS138,763477,766248,2772,66,23.81,8168,1,27,388,0.307,493,0.17800000000000002,274,67,40,0.0988,0.1117,0.0667,0.01
470,495,CAGL0L06798g,0,ChrL_C_glabrata_CBS138,766687,767979,1293,15,11.6,1098,42,35,313,0.185,369,0.285,102,50,37,0.0789,0.0833,0.0617,0.01
471,496,CAGL0L06842g,0,ChrL_C_glabrata_CBS138,771597,773915,2319,10,4.31,523,27,29,336,0.064,565,0.244,211,43,55,0.091,0.0717,0.0917,0.035
472,497,CAGL0L07216g,0,ChrL_C_glabrata_CBS138,801345,805547,4203,40,9.52,2246,20,0,140,0.34,356,0.085,359,59,59,0.0854,0.0983,0.0983,0.005
473,498,CAGL0L07326g,0,ChrL_C_glabrata_CBS138,810327,812132,1806,2,1.11,3,6,0,117,0.047,851,0.47100000000000003,174,51,61,0.0963,0.085,0.1017,0.23
474,499,CAGL0L07436g,0,ChrL_C_glabrata_CBS138,820436,822550,2115,13,6.15,151,10,1,315,0.098,435,0.20600000000000002,184,46,67,0.087,0.0767,0.1117,0.01
475,500,CAGL0L07480g,0,ChrL_C_glabrata_CBS138,824100,825367,1268,11,8.68,250,7,38,340,0.128,516,0.40700000000000003,105,72,56,0.0828,0.12,0.0933,0.005
476,501,CAGL0L07656g,0,ChrL_C_glabrata_CBS138,843755,846381,2627,24,9.14,1288,5,0,273,0.16699999999999998,464,0.177,282,72,59,0.1073,0.12,0.0983,0.005
477,502,CAGL0L07744g,0,ChrL_C_glabrata_CBS138,851877,855397,3521,28,7.95,1598,14,52,252,0.158,1068,0.303,282,28,47,0.0801,0.0467,0.0783,0.005
478,503,CAGL0L07854g,0,ChrL_C_glabrata_CBS138,863858,867491,3634,18,4.95,1013,3,26,375,0.066,961,0.264,333,64,61,0.0916,0.1067,0.1017,0.02
479,504,CAGL0L08140g,0,ChrL_C_glabrata_CBS138,893120,900604,7485,46,6.15,5607,15,4,241,0.128,1795,0.24,809,44,68,0.1081,0.0733,0.1133,0.005
480,505,CAGL0L08162g,0,ChrL_C_glabrata_CBS138,901057,905425,4369,35,8.01,1087,8,20,186,0.215,1406,0.322,406,72,73,0.0929,0.12,0.1217,0.06
481,506,CAGL0L08294g,0,ChrL_C_glabrata_CBS138,915428,919447,4020,30,7.46,1507,19,8,220,0.17,653,0.162,378,57,72,0.094,0.095,0.12,0.0
482,507,CAGL0L08668g,0,ChrL_C_glabrata_CBS138,948322,950736,2415,58,24.02,5033,0,43,387,0.31,342,0.142,232,69,42,0.0961,0.115,0.07,0.005
483,508,CAGL0L08910g,0,ChrL_C_glabrata_CBS138,973606,975839,2234,46,20.59,571,30,20,637,0.162,215,0.096,274,75,78,0.1226,0.125,0.13,0.01
484,509,CAGL0L09042g,0,ChrL_C_glabrata_CBS138,985438,987122,1685,131,77.74,13254,21,73,956,0.40700000000000003,126,0.075,202,62,80,0.1199,0.1033,0.1333,0.055
485,510,CAGL0L09339g,0,ChrL_C_glabrata_CBS138,1014153,1017235,3083,32,10.38,660,20,40,848,0.061,1149,0.373,279,68,54,0.0905,0.1133,0.09,0.09
486,511,CAGL0L09383g,0,ChrL_C_glabrata_CBS138,1020753,1022338,1586,22,13.87,561,43,56,744,0.09300000000000001,278,0.175,143,57,72,0.0902,0.095,0.12,0.0
487,512,CAGL0L09691g,0,ChrL_C_glabrata_CBS138,1041339,1045376,4038,105,26.0,4357,0,30,240,0.542,269,0.067,393,63,43,0.0973,0.105,0.0717,0.015
488,513,CAGL0L09933g,0,ChrL_C_glabrata_CBS138,1069683,1071158,1476,19,12.87,565,24,40,380,0.16899999999999998,308,0.209,94,46,58,0.0637,0.0767,0.0967,0.0
489,514,CAGL0L10868g,0,ChrL_C_glabrata_CBS138,1163475,1164513,1039,10,9.62,380,3,28,302,0.159,417,0.401,82,59,69,0.0789,0.0983,0.115,0.035
490,515,CAGL0L10956g,0,ChrL_C_glabrata_CBS138,1170957,1173934,2978,14,4.7,506,0,13,252,0.09300000000000001,815,0.27399999999999997,329,48,51,0.1105,0.08,0.085,0.03
491,516,CAGL0L11110g,0,ChrL_C_glabrata_CBS138,1182327,1184629,2303,35,15.2,749,1,7,248,0.306,1199,0.521,234,61,70,0.1016,0.1017,0.1167,0.255
492,517,CAGL0L11308g,0,ChrL_C_glabrata_CBS138,1205543,1206795,1253,3,2.39,68,16,7,142,0.084,833,0.665,132,58,55,0.1053,0.0967,0.0917,0.2
493,518,CAGL0L11528g,0,ChrL_C_glabrata_CBS138,1229740,1231442,1703,3,1.76,15,0,11,206,0.043,1019,0.598,144,59,45,0.0846,0.0983,0.075,0.3
494,519,CAGL0L11572g,0,ChrL_C_glabrata_CBS138,1236283,1238838,2556,13,5.09,318,12,2,108,0.235,580,0.22699999999999998,228,39,81,0.0892,0.065,0.135,0.065
495,520,CAGL0L11704g,0,ChrL_C_glabrata_CBS138,1250493,1252059,1567,8,5.11,247,7,7,118,0.21600000000000003,453,0.289,150,67,60,0.0957,0.1117,0.1,0.005
496,521,CAGL0L11770g,0,ChrL_C_glabrata_CBS138,1256183,1261394,5212,31,5.95,394,20,0,142,0.209,1182,0.22699999999999998,470,66,49,0.0902,0.11,0.0817,0.015
497,522,CAGL0L11880g,0,ChrL_C_glabrata_CBS138,1274770,1277952,3183,9,2.83,189,3,13,79,0.179,1229,0.386,258,46,38,0.0811,0.0767,0.0633,0.15
498,523,CAGL0L12056g,0,ChrL_C_glabrata_CBS138,1298464,1299798,1335,3,2.25,106,16,7,163,0.069,1010,0.757,95,27,38,0.0712,0.045,0.0633,0.3
499,524,CAGL0L12562g,0,ChrL_C_glabrata_CBS138,1352965,1353950,986,9,9.13,77,7,11,159,0.287,603,0.612,81,53,48,0.0822,0.0883,0.08,0.17
500,525,CAGL0L12650g,0,ChrL_C_glabrata_CBS138,1359792,1361992,2201,8,3.63,182,7,0,138,0.132,1120,0.509,208,56,48,0.0945,0.0933,0.08,0.15
501,526,CAGL0L12782g,0,ChrL_C_glabrata_CBS138,1370043,1371135,1093,4,3.66,297,7,7,117,0.156,427,0.391,57,42,52,0.0522,0.07,0.0867,0.015
502,527,CAGL0L12980g,0,ChrL_C_glabrata_CBS138,1386433,1390020,3588,9,2.51,89,0,13,179,0.07,1140,0.318,339,50,54,0.0945,0.0833,0.09,0.07
503,528,CAGL0L13068g,0,ChrL_C_glabrata_CBS138,1395603,1397019,1417,10,7.06,394,37,1,129,0.27399999999999997,295,0.20800000000000002,128,56,54,0.0903,0.0933,0.09,0.01
504,529,CAGL0L13090g,0,ChrL_C_glabrata_CBS138,1397693,1400288,2596,8,3.08,337,1,0,185,0.083,1324,0.51,283,61,68,0.109,0.1017,0.1133,0.165
505,530,CAGL0L13244g,0,ChrL_C_glabrata_CBS138,1415162,1416949,1788,4,2.24,321,7,10,158,0.071,833,0.466,179,54,54,0.1001,0.09,0.09,0.085
506,531,CAGL0M00220g,0,ChrM_C_glabrata_CBS138,25533,30610,5078,153,30.13,6549,14,6,357,0.42200000000000004,870,0.171,458,67,66,0.0902,0.1117,0.11,0.02
507,532,CAGL0M00286g,0,ChrM_C_glabrata_CBS138,33346,38807,5462,38,6.96,1527,2,11,304,0.114,2579,0.47200000000000003,590,68,56,0.10800000000000001,0.1133,0.0933,0.075
508,533,CAGL0M00528g,0,ChrM_C_glabrata_CBS138,63559,65617,2059,15,7.29,665,0,8,193,0.18899999999999997,663,0.322,167,60,49,0.0811,0.1,0.0817,0.02
509,534,CAGL0M00594g,0,ChrM_C_glabrata_CBS138,70617,73875,3259,13,3.99,505,13,4,160,0.125,1477,0.45299999999999996,324,57,56,0.0994,0.095,0.0933,0.12
510,535,CAGL0M00748g,0,ChrM_C_glabrata_CBS138,83806,85998,2193,15,6.84,389,0,14,177,0.193,925,0.42200000000000004,205,48,41,0.0935,0.08,0.0683,0.115
511,536,CAGL0M00770g,0,ChrM_C_glabrata_CBS138,85751,89720,3970,45,11.34,975,4,43,238,0.23800000000000002,1120,0.282,333,53,44,0.0839,0.0883,0.0733,0.01
512,537,CAGL0M01254g,0,ChrM_C_glabrata_CBS138,141478,143547,2070,18,8.7,970,1,0,188,0.231,840,0.406,228,72,73,0.1101,0.12,0.1217,0.055
513,539,CAGL0M01628g,0,ChrM_C_glabrata_CBS138,180824,183203,2380,11,4.62,771,3,20,203,0.114,695,0.292,188,64,35,0.079,0.1067,0.0583,0.035
514,540,CAGL0M01716g,0,ChrM_C_glabrata_CBS138,191834,193957,2124,22,10.36,549,25,14,215,0.24100000000000002,342,0.161,195,53,61,0.0918,0.0883,0.1017,0.01
515,541,CAGL0M01760g,0,ChrM_C_glabrata_CBS138,203102,208505,5404,30,5.55,1097,6,2,179,0.155,2591,0.479,498,39,65,0.0922,0.065,0.1083,0.115
516,542,CAGL0M01826g,0,ChrM_C_glabrata_CBS138,214195,217281,3087,54,17.49,3200,0,1,208,0.42,315,0.102,221,39,27,0.0716,0.065,0.045,0.015
517,543,CAGL0M01870g,0,ChrM_C_glabrata_CBS138,219682,221037,1356,7,5.16,56,0,4,283,0.091,565,0.41700000000000004,133,79,69,0.0981,0.1317,0.115,0.065
518,544,CAGL0M02387g,0,ChrM_C_glabrata_CBS138,280247,282969,2723,12,4.41,300,24,4,197,0.11199999999999999,633,0.23199999999999998,253,41,57,0.0929,0.0683,0.095,0.0
519,545,CAGL0M02431g,0,ChrM_C_glabrata_CBS138,284808,286737,1930,11,5.7,116,3,52,215,0.133,686,0.355,164,77,59,0.085,0.1283,0.0983,0.02
520,546,CAGL0M02563g,0,ChrM_C_glabrata_CBS138,295063,296677,1615,3,1.86,28,8,6,269,0.035,558,0.34600000000000003,152,54,74,0.0941,0.09,0.1233,0.19
521,547,CAGL0M02585g,0,ChrM_C_glabrata_CBS138,296915,298197,1283,7,5.46,127,3,7,262,0.10400000000000001,540,0.42100000000000004,129,70,63,0.1005,0.1167,0.105,0.015
522,548,CAGL0M02651g,0,ChrM_C_glabrata_CBS138,303256,306262,3007,53,17.63,2696,11,10,231,0.382,590,0.196,248,32,46,0.0825,0.0533,0.0767,0.015
523,550,CAGL0M03025g,0,ChrM_C_glabrata_CBS138,341818,345657,3840,16,4.17,621,1,15,88,0.237,1353,0.35200000000000004,354,69,52,0.0922,0.115,0.0867,0.02
524,551,CAGL0M03157g,0,ChrM_C_glabrata_CBS138,357811,361491,3681,41,11.14,2004,3,19,160,0.348,1224,0.33299999999999996,318,50,51,0.0864,0.0833,0.085,0.16
525,553,CAGL0M03663g,0,ChrM_C_glabrata_CBS138,411265,413633,2369,8,3.38,233,9,0,119,0.142,894,0.377,253,65,70,0.1068,0.1083,0.1167,0.05
526,554,CAGL0M03707g,0,ChrM_C_glabrata_CBS138,415035,420415,5381,16,2.97,235,1,0,104,0.14300000000000002,1324,0.24600000000000002,574,48,58,0.1067,0.08,0.0967,0.035
527,555,CAGL0M03773g,0,ChrM_C_glabrata_CBS138,426079,427264,1186,4,3.37,77,7,4,135,0.125,705,0.594,103,66,43,0.0868,0.11,0.0717,0.175
528,556,CAGL0M03927g,0,ChrM_C_glabrata_CBS138,439453,442027,2575,16,6.21,290,0,1,123,0.253,566,0.22,250,41,46,0.0971,0.0683,0.0767,0.015
529,558,CAGL0M04169g,0,ChrM_C_glabrata_CBS138,459539,461618,2080,6,2.88,94,10,0,153,0.094,1044,0.502,155,47,37,0.0745,0.0783,0.0617,0.125
530,561,CAGL0M04565g,0,ChrM_C_glabrata_CBS138,499528,502271,2744,2,0.73,118,1,3,105,0.035,1678,0.612,272,70,60,0.0991,0.1167,0.1,0.24
531,562,CAGL0M04983g,0,ChrM_C_glabrata_CBS138,542468,543153,686,9,13.12,465,4,0,136,0.48200000000000004,253,0.369,56,53,38,0.0816,0.0883,0.0633,0.035
532,563,CAGL0M05489g,0,ChrM_C_glabrata_CBS138,585283,586789,1507,8,5.31,219,9,15,172,0.154,889,0.59,135,57,68,0.0896,0.095,0.1133,0.14
533,564,CAGL0M05511g,0,ChrM_C_glabrata_CBS138,587023,588555,1533,10,6.52,256,13,2,161,0.203,559,0.365,130,58,62,0.0848,0.0967,0.1033,0.03
534,565,CAGL0M05533g,0,ChrM_C_glabrata_CBS138,588607,594203,5597,11,1.97,169,0,7,215,0.046,1459,0.261,525,51,71,0.0938,0.085,0.1183,0.05
535,566,CAGL0M05643g,0,ChrM_C_glabrata_CBS138,603734,604651,918,13,14.16,210,11,36,220,0.322,364,0.397,87,61,58,0.0948,0.1017,0.0967,0.005
536,568,CAGL0M05907g,0,ChrM_C_glabrata_CBS138,621351,625335,3985,16,4.02,349,0,11,244,0.08199999999999999,819,0.20600000000000002,428,54,60,0.1074,0.09,0.1,0.035
537,569,CAGL0M05929g,0,ChrM_C_glabrata_CBS138,624622,626593,1972,21,10.65,1029,3,16,212,0.251,623,0.316,208,66,70,0.1055,0.11,0.1167,0.035
538,570,CAGL0M06325g,0,ChrM_C_glabrata_CBS138,655770,659384,3615,48,13.28,2223,8,60,280,0.237,600,0.166,322,53,49,0.0891,0.0883,0.0817,0.0
539,571,CAGL0M06699g,0,ChrM_C_glabrata_CBS138,686031,687730,1700,7,4.12,140,6,2,171,0.12,626,0.368,178,60,53,0.1047,0.1,0.0883,0.05
540,572,CAGL0M06831g,0,ChrM_C_glabrata_CBS138,695133,697268,2136,6,2.81,263,18,2,168,0.084,608,0.285,220,60,79,0.10300000000000001,0.1,0.1317,0.08
541,573,CAGL0M06875g,0,ChrM_C_glabrata_CBS138,699204,700363,1160,15,12.93,317,0,1,163,0.397,243,0.209,104,72,66,0.0897,0.12,0.11,0.02
542,574,CAGL0M06919g,0,ChrM_C_glabrata_CBS138,703094,706643,3550,17,4.79,407,2,7,155,0.154,1278,0.36,338,54,68,0.0952,0.09,0.1133,0.125
543,575,CAGL0M07183g,0,ChrM_C_glabrata_CBS138,724563,726502,1940,15,7.73,617,14,2,121,0.32,607,0.313,148,52,46,0.0763,0.0867,0.0767,0.025
544,576,CAGL0M07381g,0,ChrM_C_glabrata_CBS138,744323,746708,2386,18,7.54,854,9,54,417,0.09,958,0.402,217,53,66,0.0909,0.0883,0.11,0.11
545,577,CAGL0M07634g,0,ChrM_C_glabrata_CBS138,763837,764760,924,13,14.07,354,11,4,238,0.29600000000000004,146,0.158,55,32,6,0.0595,0.0533,0.01,0.005
546,578,CAGL0M07656g,0,ChrM_C_glabrata_CBS138,765621,767955,2335,16,6.85,221,12,0,238,0.14400000000000002,802,0.34299999999999997,189,17,56,0.0809,0.0283,0.0933,0.04
547,579,CAGL0M07942g,0,ChrM_C_glabrata_CBS138,792016,794592,2577,78,30.27,10652,13,36,219,0.691,670,0.26,173,33,67,0.0671,0.055,0.1117,0.01
548,580,CAGL0M08184g,0,ChrM_C_glabrata_CBS138,814264,815963,1700,8,4.71,241,8,10,183,0.129,497,0.292,167,58,59,0.0982,0.0967,0.0983,0.0
549,581,CAGL0M08250g,0,ChrM_C_glabrata_CBS138,820847,823260,2414,23,9.53,325,17,1,147,0.324,502,0.20800000000000002,250,42,55,0.1036,0.07,0.0917,0.0
550,582,CAGL0M08404g,0,ChrM_C_glabrata_CBS138,836650,838403,1754,9,5.13,89,9,8,218,0.11800000000000001,779,0.444,171,52,63,0.0975,0.0867,0.105,0.055
551,583,CAGL0M08492g,0,ChrM_C_glabrata_CBS138,846317,850021,3705,86,23.21,6137,25,18,583,0.19899999999999998,575,0.155,276,48,32,0.0745,0.08,0.0533,0.005
552,584,CAGL0M08756g,0,ChrM_C_glabrata_CBS138,870783,872695,1913,33,17.25,1061,20,49,411,0.21,466,0.244,184,69,57,0.0962,0.115,0.095,0.0
553,585,CAGL0M08778g,0,ChrM_C_glabrata_CBS138,873193,874006,814,32,39.31,572,54,12,409,0.48100000000000004,123,0.151,72,63,53,0.0885,0.105,0.0883,0.005
554,586,CAGL0M08800g,0,ChrM_C_glabrata_CBS138,876874,879479,2606,56,21.49,1778,28,34,442,0.243,520,0.2,240,55,33,0.0921,0.0917,0.055,0.005
555,587,CAGL0M08910g,0,ChrM_C_glabrata_CBS138,886544,889693,3150,69,21.9,6811,4,30,431,0.254,821,0.261,305,48,35,0.0968,0.08,0.0583,0.01
556,588,CAGL0M09042g,0,ChrM_C_glabrata_CBS138,901423,902856,1434,15,10.46,200,1,6,261,0.2,443,0.309,172,67,61,0.1199,0.1117,0.1017,0.025
557,589,CAGL0M09207g,0,ChrM_C_glabrata_CBS138,922012,922404,393,3,7.63,17,0,14,117,0.326,282,0.718,25,43,44,0.0636,0.0717,0.0733,0.28
558,590,CAGL0M09405g,0,ChrM_C_glabrata_CBS138,935504,937812,2309,26,11.26,2172,7,5,186,0.303,524,0.22699999999999998,178,53,47,0.0771,0.0883,0.0783,0.005
559,591,CAGL0M09449g,0,ChrM_C_glabrata_CBS138,938330,941944,3615,18,4.98,268,5,21,170,0.146,1118,0.309,337,42,56,0.0932,0.07,0.0933,0.02
560,592,CAGL0M09669g,0,ChrM_C_glabrata_CBS138,959510,961848,2339,20,8.55,279,30,3,343,0.125,351,0.15,226,56,47,0.0966,0.0933,0.0783,0.03
561,593,CAGL0M09955g,0,ChrM_C_glabrata_CBS138,982395,984614,2220,34,15.32,2336,2,17,200,0.38299999999999995,693,0.312,186,57,40,0.0838,0.095,0.0667,0.02
562,594,CAGL0M10087g,0,ChrM_C_glabrata_CBS138,1004864,1006746,1883,19,10.09,334,76,4,382,0.132,637,0.33799999999999997,199,58,59,0.1057,0.0967,0.0983,0.07
563,595,CAGL0M11440g,0,ChrM_C_glabrata_CBS138,1127135,1129074,1940,51,26.29,1777,10,11,253,0.52,187,0.096,188,52,41,0.0969,0.0867,0.0683,0.005
564,596,CAGL0M11726g,0,ChrM_C_glabrata_CBS138,1165275,1167764,2490,127,51.0,5963,74,30,582,0.43799999999999994,126,0.051,203,61,51,0.0815,0.1017,0.085,0.0
565,597,CAGL0M12298g,0,ChrM_C_glabrata_CBS138,1227275,1230514,3240,21,6.48,412,5,15,323,0.1,552,0.17,329,69,66,0.1015,0.115,0.11,0.02
566,598,CAGL0M13189g,0,ChrM_C_glabrata_CBS138,1295360,1297782,2423,31,12.79,848,13,16,277,0.231,632,0.261,173,56,40,0.0714,0.0933,0.0667,0.0
567,599,CAGL0M13321g,0,ChrM_C_glabrata_CBS138,1309112,1311798,2687,137,50.99,7647,8,42,346,0.737,186,0.069,207,55,40,0.077,0.0917,0.0667,0.005
568,600,CAGL0M13739g,0,ChrM_C_glabrata_CBS138,1347371,1350154,2784,19,6.82,856,17,18,232,0.147,2147,0.7709999999999999,274,62,76,0.0984,0.1033,0.1267,0.22
569,601,CAGL0M13805g,0,ChrM_C_glabrata_CBS138,1357914,1360709,2796,37,13.23,1263,1,19,202,0.32799999999999996,465,0.166,251,67,34,0.0898,0.1117,0.0567,0.0
570,602,CAGL0M13827g,0,ChrM_C_glabrata_CBS138,1362159,1367681,5523,22,3.98,787,0,21,199,0.1,1158,0.21,546,46,62,0.0989,0.0767,0.1033,0.005
571,603,CAGL0M13849g,0,ChrM_C_glabrata_CBS138,1368174,1370021,1848,16,8.66,477,22,2,160,0.271,562,0.304,170,60,78,0.092,0.1,0.13,0.04
572,604,CAGL0F08547g,1,ChrF_C_glabrata_CBS138,851792,853270,1479,15,10.14,398,5,2,172,0.295,1208,0.8170000000000001,145,49,53,0.098,0.0817,0.0883,0.945
573,605,CAGL0H04961g,1,ChrH_C_glabrata_CBS138,473916,476070,2155,0,0.0,0,27,7,282,0.0,2155,1.0,206,55,76,0.0956,0.0917,0.1267,1.0
574,606,CAGL0E01001g,1,ChrE_C_glabrata_CBS138,91000,93634,2635,5,1.9,84,0,11,113,0.084,2350,0.892,217,46,44,0.0824,0.0767,0.0733,0.97
575,607,CAGL0E04576g,1,ChrE_C_glabrata_CBS138,440020,443169,3150,11,3.49,187,4,10,330,0.053,2419,0.768,342,50,72,0.1086,0.0833,0.12,0.955
576,608,CAGL0G10021g,1,ChrG_C_glabrata_CBS138,958715,960458,1744,6,3.44,512,15,0,265,0.065,1001,0.574,199,53,76,0.1141,0.0883,0.1267,0.905
577,609,CAGL0J08030g,1,ChrJ_C_glabrata_CBS138,785029,791818,6790,3,0.44,5,0,13,102,0.022000000000000002,4873,0.718,717,59,49,0.1056,0.0983,0.0817,0.955
578,611,CAGL0I03410g,1,ChrI_C_glabrata_CBS138,289557,291877,2321,1,0.43,3,2,7,147,0.015,2309,0.995,227,47,34,0.0978,0.0783,0.0567,1.0
579,612,CAGL0H07821g,1,ChrH_C_glabrata_CBS138,761600,764969,3370,4,1.19,67,3,2,190,0.031,3149,0.934,376,69,66,0.1116,0.115,0.11,0.995
580,613,CAGL0L11660g,1,ChrL_C_glabrata_CBS138,1245245,1250203,4959,2,0.4,178,3,7,156,0.013000000000000001,3456,0.6970000000000001,489,62,62,0.0986,0.1033,0.1033,0.95
581,614,CAGL0J10032g,1,ChrJ_C_glabrata_CBS138,983211,985501,2291,7,3.06,91,0,0,165,0.09300000000000001,717,0.313,216,51,53,0.0943,0.085,0.0883,0.625
582,615,CAGL0J03696g,1,ChrJ_C_glabrata_CBS138,354192,355866,1675,4,2.39,49,7,0,162,0.07400000000000001,1454,0.868,155,67,44,0.0925,0.1117,0.0733,0.98
583,616,CAGL0A00495g,1,ChrA_C_glabrata_CBS138,53688,57757,4070,81,19.9,3643,15,15,792,0.126,2671,0.6559999999999999,331,54,37,0.0813,0.09,0.0617,0.845
584,617,CAGL0F02541g,1,ChrF_C_glabrata_CBS138,248015,250569,2555,52,20.35,3029,6,54,543,0.187,1892,0.741,262,80,71,0.1025,0.1333,0.1183,0.735
585,619,CAGL0F04653g,1,ChrF_C_glabrata_CBS138,470464,471534,1071,1,0.93,4,31,29,296,0.016,931,0.8690000000000001,102,69,52,0.0952,0.115,0.0867,1.0
586,620,CAGL0L12232g,1,ChrL_C_glabrata_CBS138,1324624,1327210,2587,3,1.16,53,3,1,148,0.039,1974,0.763,251,55,37,0.09699999999999999,0.0917,0.0617,0.96
587,621,CAGL0M05225g,1,ChrM_C_glabrata_CBS138,562913,564591,1679,8,4.76,92,9,2,117,0.204,1491,0.888,162,63,65,0.0965,0.105,0.1083,0.94
