,"id","label","chrom","start","end","Length","Hits","Hits per Kb","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp"
499,"CAGL0L07436g",0,"ChrL_C_glabrata_CBS138",820436,822550,2115,13,6.15,151,10,1,315,0.098,435,0.206,184,46,67,0.087,0.0767,0.1117
500,"CAGL0L07480g",0,"ChrL_C_glabrata_CBS138",824100,825367,1268,11,8.68,250,7,38,340,0.128,516,0.407,105,72,56,0.0828,0.12,0.0933
501,"CAGL0L07656g",0,"ChrL_C_glabrata_CBS138",843755,846381,2627,24,9.14,1288,5,0,273,0.167,464,0.177,282,72,59,0.1073,0.12,0.0983
502,"CAGL0L07744g",0,"ChrL_C_glabrata_CBS138",851877,855397,3521,28,7.95,1598,14,52,252,0.158,1068,0.303,282,28,47,0.0801,0.0467,0.0783
503,"CAGL0L07854g",0,"ChrL_C_glabrata_CBS138",863858,867491,3634,18,4.95,1013,3,26,375,0.066,961,0.264,333,64,61,0.0916,0.1067,0.1017
504,"CAGL0L08140g",0,"ChrL_C_glabrata_CBS138",893120,900604,7485,46,6.15,5607,15,4,241,0.128,1795,0.24,809,44,68,0.1081,0.0733,0.1133
505,"CAGL0L08162g",0,"ChrL_C_glabrata_CBS138",901057,905425,4369,35,8.01,1087,8,20,186,0.215,1406,0.322,406,72,73,0.0929,0.12,0.1217
506,"CAGL0L08294g",0,"ChrL_C_glabrata_CBS138",915428,919447,4020,30,7.46,1507,19,8,220,0.17,653,0.162,378,57,72,0.094,0.095,0.12
507,"CAGL0L08668g",0,"ChrL_C_glabrata_CBS138",948322,950736,2415,58,24.02,5033,0,43,387,0.31,342,0.142,232,69,42,0.0961,0.115,0.07
508,"CAGL0L08910g",0,"ChrL_C_glabrata_CBS138",973606,975839,2234,46,20.59,571,30,20,637,0.162,215,0.096,274,75,78,0.1226,0.125,0.13
509,"CAGL0L09042g",0,"ChrL_C_glabrata_CBS138",985438,987122,1685,131,77.74,13254,21,73,956,0.407,126,0.075,202,62,80,0.1199,0.1033,0.1333
510,"CAGL0L09339g",0,"ChrL_C_glabrata_CBS138",1014153,1017235,3083,32,10.38,660,20,40,848,0.061,1149,0.373,279,68,54,0.0905,0.1133,0.09
511,"CAGL0L09383g",0,"ChrL_C_glabrata_CBS138",1020753,1022338,1586,22,13.87,561,43,56,744,0.093,278,0.175,143,57,72,0.0902,0.095,0.12
512,"CAGL0L09691g",0,"ChrL_C_glabrata_CBS138",1041339,1045376,4038,105,26.00,4357,0,30,240,0.542,269,0.067,393,63,43,0.0973,0.105,0.0717
513,"CAGL0L09933g",0,"ChrL_C_glabrata_CBS138",1069683,1071158,1476,19,12.87,565,24,40,380,0.169,308,0.209,94,46,58,0.0637,0.0767,0.0967
514,"CAGL0L10868g",0,"ChrL_C_glabrata_CBS138",1163475,1164513,1039,10,9.62,380,3,28,302,0.159,417,0.401,82,59,69,0.0789,0.0983,0.115
515,"CAGL0L10956g",0,"ChrL_C_glabrata_CBS138",1170957,1173934,2978,14,4.70,506,0,13,252,0.093,815,0.274,329,48,51,0.1105,0.08,0.085
516,"CAGL0L11110g",0,"ChrL_C_glabrata_CBS138",1182327,1184629,2303,35,15.20,749,1,7,248,0.306,1199,0.521,234,61,70,0.1016,0.1017,0.1167
517,"CAGL0L11308g",0,"ChrL_C_glabrata_CBS138",1205543,1206795,1253,3,2.39,68,16,7,142,0.084,833,0.665,132,58,55,0.1053,0.0967,0.0917
518,"CAGL0L11528g",0,"ChrL_C_glabrata_CBS138",1229740,1231442,1703,3,1.76,15,0,11,206,0.043,1019,0.598,144,59,45,0.0846,0.0983,0.075
519,"CAGL0L11572g",0,"ChrL_C_glabrata_CBS138",1236283,1238838,2556,13,5.09,318,12,2,108,0.235,580,0.227,228,39,81,0.0892,0.065,0.135
520,"CAGL0L11704g",0,"ChrL_C_glabrata_CBS138",1250493,1252059,1567,8,5.11,247,7,7,118,0.216,453,0.289,150,67,60,0.0957,0.1117,0.1
521,"CAGL0L11770g",0,"ChrL_C_glabrata_CBS138",1256183,1261394,5212,31,5.95,394,20,0,142,0.209,1182,0.227,470,66,49,0.0902,0.11,0.0817
522,"CAGL0L11880g",0,"ChrL_C_glabrata_CBS138",1274770,1277952,3183,9,2.83,189,3,13,79,0.179,1229,0.386,258,46,38,0.0811,0.0767,0.0633
523,"CAGL0L12056g",0,"ChrL_C_glabrata_CBS138",1298464,1299798,1335,3,2.25,106,16,7,163,0.069,1010,0.757,95,27,38,0.0712,0.045,0.0633
524,"CAGL0L12562g",0,"ChrL_C_glabrata_CBS138",1352965,1353950,986,9,9.13,77,7,11,159,0.287,603,0.612,81,53,48,0.0822,0.0883,0.08
525,"CAGL0L12650g",0,"ChrL_C_glabrata_CBS138",1359792,1361992,2201,8,3.63,182,7,0,138,0.132,1120,0.509,208,56,48,0.0945,0.0933,0.08
526,"CAGL0L12782g",0,"ChrL_C_glabrata_CBS138",1370043,1371135,1093,4,3.66,297,7,7,117,0.156,427,0.391,57,42,52,0.0522,0.07,0.0867
527,"CAGL0L12980g",0,"ChrL_C_glabrata_CBS138",1386433,1390020,3588,9,2.51,89,0,13,179,0.07,1140,0.318,339,50,54,0.0945,0.0833,0.09
528,"CAGL0L13068g",0,"ChrL_C_glabrata_CBS138",1395603,1397019,1417,10,7.06,394,37,1,129,0.274,295,0.208,128,56,54,0.0903,0.0933,0.09
529,"CAGL0L13090g",0,"ChrL_C_glabrata_CBS138",1397693,1400288,2596,8,3.08,337,1,0,185,0.083,1324,0.51,283,61,68,0.109,0.1017,0.1133
530,"CAGL0L13244g",0,"ChrL_C_glabrata_CBS138",1415162,1416949,1788,4,2.24,321,7,10,158,0.071,833,0.466,179,54,54,0.1001,0.09,0.09
531,"CAGL0M00220g",0,"ChrM_C_glabrata_CBS138",25533,30610,5078,153,30.13,6549,14,6,357,0.422,870,0.171,458,67,66,0.0902,0.1117,0.11
532,"CAGL0M00286g",0,"ChrM_C_glabrata_CBS138",33346,38807,5462,38,6.96,1527,2,11,304,0.114,2579,0.472,590,68,56,0.108,0.1133,0.0933
533,"CAGL0M00528g",0,"ChrM_C_glabrata_CBS138",63559,65617,2059,15,7.29,665,0,8,193,0.189,663,0.322,167,60,49,0.0811,0.1,0.0817
534,"CAGL0M00594g",0,"ChrM_C_glabrata_CBS138",70617,73875,3259,13,3.99,505,13,4,160,0.125,1477,0.453,324,57,56,0.0994,0.095,0.0933
535,"CAGL0M00748g",0,"ChrM_C_glabrata_CBS138",83806,85998,2193,15,6.84,389,0,14,177,0.193,925,0.422,205,48,41,0.0935,0.08,0.0683
536,"CAGL0M00770g",0,"ChrM_C_glabrata_CBS138",85751,89720,3970,45,11.34,975,4,43,238,0.238,1120,0.282,333,53,44,0.0839,0.0883,0.0733
537,"CAGL0M01254g",0,"ChrM_C_glabrata_CBS138",141478,143547,2070,18,8.70,970,1,0,188,0.231,840,0.406,228,72,73,0.1101,0.12,0.1217
539,"CAGL0M01628g",0,"ChrM_C_glabrata_CBS138",180824,183203,2380,11,4.62,771,3,20,203,0.114,695,0.292,188,64,35,0.079,0.1067,0.0583
540,"CAGL0M01716g",0,"ChrM_C_glabrata_CBS138",191834,193957,2124,22,10.36,549,25,14,215,0.241,342,0.161,195,53,61,0.0918,0.0883,0.1017
541,"CAGL0M01760g",0,"ChrM_C_glabrata_CBS138",203102,208505,5404,30,5.55,1097,6,2,179,0.155,2591,0.479,498,39,65,0.0922,0.065,0.1083
542,"CAGL0M01826g",0,"ChrM_C_glabrata_CBS138",214195,217281,3087,54,17.49,3200,0,1,208,0.42,315,0.102,221,39,27,0.0716,0.065,0.045
543,"CAGL0M01870g",0,"ChrM_C_glabrata_CBS138",219682,221037,1356,7,5.16,56,0,4,283,0.091,565,0.417,133,79,69,0.0981,0.1317,0.115
544,"CAGL0M02387g",0,"ChrM_C_glabrata_CBS138",280247,282969,2723,12,4.41,300,24,4,197,0.112,633,0.232,253,41,57,0.0929,0.0683,0.095
545,"CAGL0M02431g",0,"ChrM_C_glabrata_CBS138",284808,286737,1930,11,5.70,116,3,52,215,0.133,686,0.355,164,77,59,0.085,0.1283,0.0983
546,"CAGL0M02563g",0,"ChrM_C_glabrata_CBS138",295063,296677,1615,3,1.86,28,8,6,269,0.035,558,0.346,152,54,74,0.0941,0.09,0.1233
547,"CAGL0M02585g",0,"ChrM_C_glabrata_CBS138",296915,298197,1283,7,5.46,127,3,7,262,0.104,540,0.421,129,70,63,0.1005,0.1167,0.105
548,"CAGL0M02651g",0,"ChrM_C_glabrata_CBS138",303256,306262,3007,53,17.63,2696,11,10,231,0.382,590,0.196,248,32,46,0.0825,0.0533,0.0767
550,"CAGL0M03025g",0,"ChrM_C_glabrata_CBS138",341818,345657,3840,16,4.17,621,1,15,88,0.237,1353,0.352,354,69,52,0.0922,0.115,0.0867
551,"CAGL0M03157g",0,"ChrM_C_glabrata_CBS138",357811,361491,3681,41,11.14,2004,3,19,160,0.348,1224,0.333,318,50,51,0.0864,0.0833,0.085
553,"CAGL0M03663g",0,"ChrM_C_glabrata_CBS138",411265,413633,2369,8,3.38,233,9,0,119,0.142,894,0.377,253,65,70,0.1068,0.1083,0.1167
554,"CAGL0M03707g",0,"ChrM_C_glabrata_CBS138",415035,420415,5381,16,2.97,235,1,0,104,0.143,1324,0.246,574,48,58,0.1067,0.08,0.0967
555,"CAGL0M03773g",0,"ChrM_C_glabrata_CBS138",426079,427264,1186,4,3.37,77,7,4,135,0.125,705,0.594,103,66,43,0.0868,0.11,0.0717
556,"CAGL0M03927g",0,"ChrM_C_glabrata_CBS138",439453,442027,2575,16,6.21,290,0,1,123,0.253,566,0.22,250,41,46,0.0971,0.0683,0.0767
558,"CAGL0M04169g",0,"ChrM_C_glabrata_CBS138",459539,461618,2080,6,2.88,94,10,0,153,0.094,1044,0.502,155,47,37,0.0745,0.0783,0.0617
561,"CAGL0M04565g",0,"ChrM_C_glabrata_CBS138",499528,502271,2744,2,0.73,118,1,3,105,0.035,1678,0.612,272,70,60,0.0991,0.1167,0.1
562,"CAGL0M04983g",0,"ChrM_C_glabrata_CBS138",542468,543153,686,9,13.12,465,4,0,136,0.482,253,0.369,56,53,38,0.0816,0.0883,0.0633
563,"CAGL0M05489g",0,"ChrM_C_glabrata_CBS138",585283,586789,1507,8,5.31,219,9,15,172,0.154,889,0.59,135,57,68,0.0896,0.095,0.1133
564,"CAGL0M05511g",0,"ChrM_C_glabrata_CBS138",587023,588555,1533,10,6.52,256,13,2,161,0.203,559,0.365,130,58,62,0.0848,0.0967,0.1033
565,"CAGL0M05533g",0,"ChrM_C_glabrata_CBS138",588607,594203,5597,11,1.97,169,0,7,215,0.046,1459,0.261,525,51,71,0.0938,0.085,0.1183
566,"CAGL0M05643g",0,"ChrM_C_glabrata_CBS138",603734,604651,918,13,14.16,210,11,36,220,0.322,364,0.397,87,61,58,0.0948,0.1017,0.0967
568,"CAGL0M05907g",0,"ChrM_C_glabrata_CBS138",621351,625335,3985,16,4.02,349,0,11,244,0.082,819,0.206,428,54,60,0.1074,0.09,0.1
569,"CAGL0M05929g",0,"ChrM_C_glabrata_CBS138",624622,626593,1972,21,10.65,1029,3,16,212,0.251,623,0.316,208,66,70,0.1055,0.11,0.1167
570,"CAGL0M06325g",0,"ChrM_C_glabrata_CBS138",655770,659384,3615,48,13.28,2223,8,60,280,0.237,600,0.166,322,53,49,0.0891,0.0883,0.0817
571,"CAGL0M06699g",0,"ChrM_C_glabrata_CBS138",686031,687730,1700,7,4.12,140,6,2,171,0.12,626,0.368,178,60,53,0.1047,0.1,0.0883
572,"CAGL0M06831g",0,"ChrM_C_glabrata_CBS138",695133,697268,2136,6,2.81,263,18,2,168,0.084,608,0.285,220,60,79,0.103,0.1,0.1317
573,"CAGL0M06875g",0,"ChrM_C_glabrata_CBS138",699204,700363,1160,15,12.93,317,0,1,163,0.397,243,0.209,104,72,66,0.0897,0.12,0.11
574,"CAGL0M06919g",0,"ChrM_C_glabrata_CBS138",703094,706643,3550,17,4.79,407,2,7,155,0.154,1278,0.36,338,54,68,0.0952,0.09,0.1133
575,"CAGL0M07183g",0,"ChrM_C_glabrata_CBS138",724563,726502,1940,15,7.73,617,14,2,121,0.32,607,0.313,148,52,46,0.0763,0.0867,0.0767
576,"CAGL0M07381g",0,"ChrM_C_glabrata_CBS138",744323,746708,2386,18,7.54,854,9,54,417,0.09,958,0.402,217,53,66,0.0909,0.0883,0.11
577,"CAGL0M07634g",0,"ChrM_C_glabrata_CBS138",763837,764760,924,13,14.07,354,11,4,238,0.296,146,0.158,55,32,6,0.0595,0.0533,0.01
578,"CAGL0M07656g",0,"ChrM_C_glabrata_CBS138",765621,767955,2335,16,6.85,221,12,0,238,0.144,802,0.343,189,17,56,0.0809,0.0283,0.0933
579,"CAGL0M07942g",0,"ChrM_C_glabrata_CBS138",792016,794592,2577,78,30.27,10652,13,36,219,0.691,670,0.26,173,33,67,0.0671,0.055,0.1117
580,"CAGL0M08184g",0,"ChrM_C_glabrata_CBS138",814264,815963,1700,8,4.71,241,8,10,183,0.129,497,0.292,167,58,59,0.0982,0.0967,0.0983
581,"CAGL0M08250g",0,"ChrM_C_glabrata_CBS138",820847,823260,2414,23,9.53,325,17,1,147,0.324,502,0.208,250,42,55,0.1036,0.07,0.0917
582,"CAGL0M08404g",0,"ChrM_C_glabrata_CBS138",836650,838403,1754,9,5.13,89,9,8,218,0.118,779,0.444,171,52,63,0.0975,0.0867,0.105
583,"CAGL0M08492g",0,"ChrM_C_glabrata_CBS138",846317,850021,3705,86,23.21,6137,25,18,583,0.199,575,0.155,276,48,32,0.0745,0.08,0.0533
584,"CAGL0M08756g",0,"ChrM_C_glabrata_CBS138",870783,872695,1913,33,17.25,1061,20,49,411,0.21,466,0.244,184,69,57,0.0962,0.115,0.095
585,"CAGL0M08778g",0,"ChrM_C_glabrata_CBS138",873193,874006,814,32,39.31,572,54,12,409,0.481,123,0.151,72,63,53,0.0885,0.105,0.0883
586,"CAGL0M08800g",0,"ChrM_C_glabrata_CBS138",876874,879479,2606,56,21.49,1778,28,34,442,0.243,520,0.2,240,55,33,0.0921,0.0917,0.055
587,"CAGL0M08910g",0,"ChrM_C_glabrata_CBS138",886544,889693,3150,69,21.90,6811,4,30,431,0.254,821,0.261,305,48,35,0.0968,0.08,0.0583
588,"CAGL0M09042g",0,"ChrM_C_glabrata_CBS138",901423,902856,1434,15,10.46,200,1,6,261,0.2,443,0.309,172,67,61,0.1199,0.1117,0.1017
589,"CAGL0M09207g",0,"ChrM_C_glabrata_CBS138",922012,922404,393,3,7.63,17,0,14,117,0.326,282,0.718,25,43,44,0.0636,0.0717,0.0733
590,"CAGL0M09405g",0,"ChrM_C_glabrata_CBS138",935504,937812,2309,26,11.26,2172,7,5,186,0.303,524,0.227,178,53,47,0.0771,0.0883,0.0783
591,"CAGL0M09449g",0,"ChrM_C_glabrata_CBS138",938330,941944,3615,18,4.98,268,5,21,170,0.146,1118,0.309,337,42,56,0.0932,0.07,0.0933
592,"CAGL0M09669g",0,"ChrM_C_glabrata_CBS138",959510,961848,2339,20,8.55,279,30,3,343,0.125,351,0.15,226,56,47,0.0966,0.0933,0.0783
593,"CAGL0M09955g",0,"ChrM_C_glabrata_CBS138",982395,984614,2220,34,15.32,2336,2,17,200,0.383,693,0.312,186,57,40,0.0838,0.095,0.0667
594,"CAGL0M10087g",0,"ChrM_C_glabrata_CBS138",1004864,1006746,1883,19,10.09,334,76,4,382,0.132,637,0.338,199,58,59,0.1057,0.0967,0.0983
595,"CAGL0M11440g",0,"ChrM_C_glabrata_CBS138",1127135,1129074,1940,51,26.29,1777,10,11,253,0.52,187,0.096,188,52,41,0.0969,0.0867,0.0683
596,"CAGL0M11726g",0,"ChrM_C_glabrata_CBS138",1165275,1167764,2490,127,51.00,5963,74,30,582,0.438,126,0.051,203,61,51,0.0815,0.1017,0.085
597,"CAGL0M12298g",0,"ChrM_C_glabrata_CBS138",1227275,1230514,3240,21,6.48,412,5,15,323,0.1,552,0.17,329,69,66,0.1015,0.115,0.11
598,"CAGL0M13189g",0,"ChrM_C_glabrata_CBS138",1295360,1297782,2423,31,12.79,848,13,16,277,0.231,632,0.261,173,56,40,0.0714,0.0933,0.0667
599,"CAGL0M13321g",0,"ChrM_C_glabrata_CBS138",1309112,1311798,2687,137,50.99,7647,8,42,346,0.737,186,0.069,207,55,40,0.077,0.0917,0.0667
600,"CAGL0M13739g",0,"ChrM_C_glabrata_CBS138",1347371,1350154,2784,19,6.82,856,17,18,232,0.147,2147,0.771,274,62,76,0.0984,0.1033,0.1267
601,"CAGL0M13805g",0,"ChrM_C_glabrata_CBS138",1357914,1360709,2796,37,13.23,1263,1,19,202,0.328,465,0.166,251,67,34,0.0898,0.1117,0.0567
602,"CAGL0M13827g",0,"ChrM_C_glabrata_CBS138",1362159,1367681,5523,22,3.98,787,0,21,199,0.1,1158,0.21,546,46,62,0.0989,0.0767,0.1033
603,"CAGL0M13849g",0,"ChrM_C_glabrata_CBS138",1368174,1370021,1848,16,8.66,477,22,2,160,0.271,562,0.304,170,60,78,0.092,0.1,0.13
604,"CAGL0F08547g",1,"ChrF_C_glabrata_CBS138",851792,853270,1479,15,10.14,398,5,2,172,0.295,1208,0.817,145,49,53,0.098,0.0817,0.0883
605,"CAGL0H04961g",1,"ChrH_C_glabrata_CBS138",473916,476070,2155,0,0.00,0,27,7,282,0,2155,1,206,55,76,0.0956,0.0917,0.1267
606,"CAGL0E01001g",1,"ChrE_C_glabrata_CBS138",91000,93634,2635,5,1.90,84,0,11,113,0.084,2350,0.892,217,46,44,0.0824,0.0767,0.0733
607,"CAGL0E04576g",1,"ChrE_C_glabrata_CBS138",440020,443169,3150,11,3.49,187,4,10,330,0.053,2419,0.768,342,50,72,0.1086,0.0833,0.12
608,"CAGL0G10021g",1,"ChrG_C_glabrata_CBS138",958715,960458,1744,6,3.44,512,15,0,265,0.065,1001,0.574,199,53,76,0.1141,0.0883,0.1267
609,"CAGL0J08030g",1,"ChrJ_C_glabrata_CBS138",785029,791818,6790,3,0.44,5,0,13,102,0.022,4873,0.718,717,59,49,0.1056,0.0983,0.0817
611,"CAGL0I03410g",1,"ChrI_C_glabrata_CBS138",289557,291877,2321,1,0.43,3,2,7,147,0.015,2309,0.995,227,47,34,0.0978,0.0783,0.0567
612,"CAGL0H07821g",1,"ChrH_C_glabrata_CBS138",761600,764969,3370,4,1.19,67,3,2,190,0.031,3149,0.934,376,69,66,0.1116,0.115,0.11
613,"CAGL0L11660g",1,"ChrL_C_glabrata_CBS138",1245245,1250203,4959,2,0.40,178,3,7,156,0.013,3456,0.697,489,62,62,0.0986,0.1033,0.1033
614,"CAGL0J10032g",1,"ChrJ_C_glabrata_CBS138",983211,985501,2291,7,3.06,91,0,0,165,0.093,717,0.313,216,51,53,0.0943,0.085,0.0883
615,"CAGL0J03696g",1,"ChrJ_C_glabrata_CBS138",354192,355866,1675,4,2.39,49,7,0,162,0.074,1454,0.868,155,67,44,0.0925,0.1117,0.0733
616,"CAGL0A00495g",1,"ChrA_C_glabrata_CBS138",53688,57757,4070,81,19.90,3643,15,15,792,0.126,2671,0.656,331,54,37,0.0813,0.09,0.0617
617,"CAGL0F02541g",1,"ChrF_C_glabrata_CBS138",248015,250569,2555,52,20.35,3029,6,54,543,0.187,1892,0.741,262,80,71,0.1025,0.1333,0.1183
619,"CAGL0F04653g",1,"ChrF_C_glabrata_CBS138",470464,471534,1071,1,0.93,4,31,29,296,0.016,931,0.869,102,69,52,0.0952,0.115,0.0867
620,"CAGL0L12232g",1,"ChrL_C_glabrata_CBS138",1324624,1327210,2587,3,1.16,53,3,1,148,0.039,1974,0.763,251,55,37,0.097,0.0917,0.0617
621,"CAGL0M05225g",1,"ChrM_C_glabrata_CBS138",562913,564591,1679,8,4.76,92,9,2,117,0.204,1491,0.888,162,63,65,0.0965,0.105,0.1083
622,"CAGL0J10252g",1,"ChrJ_C_glabrata_CBS138",1002474,1003464,991,3,3.03,47,9,6,179,0.085,871,0.879,102,61,70,0.1029,0.1017,0.1167
623,"CAGL0M01056g",1,"ChrM_C_glabrata_CBS138",116987,117719,733,5,6.82,26,9,4,98,0.348,576,0.786,65,56,61,0.0887,0.0933,0.1017
624,"CAGL0M09845g",1,"ChrM_C_glabrata_CBS138",974974,977861,2888,0,0.00,0,2,21,261,0,2888,1,287,50,74,0.0994,0.0833,0.1233
625,"CAGL0L04246g",1,"ChrL_C_glabrata_CBS138",494295,499105,4811,12,2.49,546,11,11,149,0.084,3460,0.719,467,52,67,0.0971,0.0867,0.1117
626,"CAGL0J10802g",1,"ChrJ_C_glabrata_CBS138",1055802,1055975,174,0,0.00,0,6,4,92,0,174,1,16,64,49,0.092,0.1067,0.0817
627,"CAGL0C03135g",1,"ChrC_C_glabrata_CBS138",306001,309942,3942,18,4.57,3334,17,6,227,0.101,3123,0.792,408,44,68,0.1035,0.0733,0.1133
628,"CAGL0G00418g",1,"ChrG_C_glabrata_CBS138",40787,44147,3361,13,3.87,226,13,12,585,0.033,2938,0.874,321,59,64,0.0955,0.0983,0.1067
629,"CAGL0K09086g",1,"ChrK_C_glabrata_CBS138",902948,904498,1551,0,0.00,0,5,3,165,0,1551,1,160,59,74,0.1032,0.0983,0.1233
630,"CAGL0L10604g",1,"ChrL_C_glabrata_CBS138",1134854,1135848,995,1,1.01,2,2,3,250,0.02,894,0.898,87,49,42,0.0874,0.0817,0.07
631,"CAGL0J03476g",1,"ChrJ_C_glabrata_CBS138",334477,336948,2472,34,13.75,810,3,4,249,0.276,898,0.363,203,60,45,0.0821,0.1,0.075
632,"CAGL0M05731g",1,"ChrM_C_glabrata_CBS138",609128,610653,1526,4,2.62,74,1,14,235,0.056,1410,0.924,170,68,72,0.1114,0.1133,0.12
633,"CAGL0M13893g",1,"ChrM_C_glabrata_CBS138",1373685,1377554,3870,20,5.17,444,0,7,161,0.16,2045,0.528,420,58,54,0.1085,0.0967,0.09
634,"CAGL0M13519g",1,"ChrM_C_glabrata_CBS138",1330463,1334221,3759,46,12.24,2130,0,3,149,0.411,1891,0.503,338,62,58,0.0899,0.1033,0.0967
635,"CAGL0D05258g",1,"ChrD_C_glabrata_CBS138",500675,504603,3929,2,0.51,38,3,10,539,0.005,3690,0.939,363,63,54,0.0924,0.105,0.09
636,"CAGL0J07744g",1,"ChrJ_C_glabrata_CBS138",754822,757188,2367,0,0.00,0,1,0,102,0,2367,1,226,77,73,0.0955,0.1283,0.1217
637,"CAGL0K05115g",1,"ChrK_C_glabrata_CBS138",497699,500133,2435,32,13.14,1635,1,6,242,0.272,1275,0.524,247,47,65,0.1014,0.0783,0.1083
638,"CAGL0J04378g",1,"ChrJ_C_glabrata_CBS138",413326,415177,1852,3,1.62,158,7,7,214,0.038,1733,0.936,196,54,53,0.1058,0.09,0.0883
639,"CAGL0M01804g",1,"ChrM_C_glabrata_CBS138",211243,216692,5450,42,7.71,2603,5,12,222,0.174,3127,0.574,420,67,27,0.0771,0.1117,0.045
640,"CAGL0F05665g",1,"ChrF_C_glabrata_CBS138",567322,569585,2264,6,2.65,537,0,30,150,0.088,2157,0.953,223,62,53,0.0985,0.1033,0.0883
641,"CAGL0M04235g",1,"ChrM_C_glabrata_CBS138",464749,467513,2765,29,10.49,6283,14,4,198,0.265,2104,0.761,273,33,54,0.0987,0.055,0.09
642,"CAGL0L12188g",1,"ChrL_C_glabrata_CBS138",1310358,1315362,5005,7,1.40,92,0,4,73,0.096,4678,0.935,464,43,53,0.0927,0.0717,0.0883
643,"CAGL0M11594g",1,"ChrM_C_glabrata_CBS138",1141215,1142654,1440,6,4.17,78,1,29,70,0.298,1299,0.902,134,52,68,0.0931,0.0867,0.1133
644,"CAGL0L03872g",1,"ChrL_C_glabrata_CBS138",446689,447880,1192,18,15.10,749,3,48,371,0.204,728,0.611,128,67,45,0.1074,0.1117,0.075
645,"CAGL0J00935g",1,"ChrJ_C_glabrata_CBS138",95424,96680,1257,2,1.59,65,0,2,219,0.036,866,0.689,92,51,35,0.0732,0.085,0.0583
646,"CAGL0J02420g",1,"ChrJ_C_glabrata_CBS138",234826,236067,1242,3,2.42,139,6,6,371,0.033,1095,0.882,119,74,57,0.0958,0.1233,0.095
647,"CAGL0F07887g",1,"ChrF_C_glabrata_CBS138",772247,775159,2913,12,4.12,503,7,3,122,0.169,1897,0.651,293,54,54,0.1006,0.09,0.09
648,"CAGL0D02596g",1,"ChrD_C_glabrata_CBS138",266273,269488,3216,42,13.06,1527,3,5,174,0.375,1117,0.347,264,68,75,0.0821,0.1133,0.125
649,"CAGL0G05874g",1,"ChrG_C_glabrata_CBS138",566312,566861,550,0,0.00,0,0,3,225,0,550,1,47,55,66,0.0855,0.0917,0.11
650,"CAGL0G04411g",1,"ChrG_C_glabrata_CBS138",415759,421401,5643,3,0.53,39,20,12,260,0.01,2983,0.529,604,63,69,0.107,0.105,0.115
651,"CAGL0C01903g",1,"ChrC_C_glabrata_CBS138",199316,201968,2653,2,0.75,48,4,6,181,0.021,2324,0.876,271,52,72,0.1021,0.0867,0.12
652,"CAGL0F01925g",1,"ChrF_C_glabrata_CBS138",188323,190784,2462,11,4.47,76,19,22,434,0.051,985,0.4,209,63,46,0.0849,0.105,0.0767
654,"CAGL0E04334g",1,"ChrE_C_glabrata_CBS138",414203,417387,3185,24,7.54,756,0,42,475,0.079,1769,0.555,269,53,43,0.0845,0.0883,0.0717
655,"CAGL0D04884g",1,"ChrD_C_glabrata_CBS138",475565,477403,1839,0,0.00,0,2,27,227,0,1839,1,180,58,84,0.0979,0.0967,0.14
656,"CAGL0F01705g",1,"ChrF_C_glabrata_CBS138",168716,170927,2212,6,2.71,606,3,23,469,0.029,1979,0.895,206,68,54,0.0931,0.1133,0.09
657,"CAGL0F03861g",1,"ChrF_C_glabrata_CBS138",372890,375547,2658,17,6.40,1154,4,19,133,0.24,1615,0.608,248,63,49,0.0933,0.105,0.0817
658,"CAGL0K12694g",1,"ChrK_C_glabrata_CBS138",1258451,1260457,2007,1,0.50,4,17,6,310,0.008,1944,0.969,166,43,79,0.0827,0.0717,0.1317
659,"CAGL0I08701g",1,"ChrI_C_glabrata_CBS138",848014,849142,1129,10,8.86,393,43,24,763,0.058,916,0.811,108,43,46,0.0957,0.0717,0.0767
660,"CAGL0J04444g",1,"ChrJ_C_glabrata_CBS138",420077,422935,2859,2,0.70,11,6,10,203,0.017,1532,0.536,267,71,76,0.0934,0.1183,0.1267
661,"CAGL0I04752g",1,"ChrI_C_glabrata_CBS138",425244,428638,3395,8,2.36,61,19,12,209,0.056,1592,0.469,349,63,47,0.1028,0.105,0.0783
662,"CAGL0K00759g",1,"ChrK_C_glabrata_CBS138",82908,84547,1640,3,1.83,56,8,19,351,0.026,1493,0.91,158,67,46,0.0963,0.1117,0.0767
663,"CAGL0L01397g",1,"ChrL_C_glabrata_CBS138",154527,157703,3177,2,0.63,9,14,14,140,0.022,2927,0.921,275,52,59,0.0866,0.0867,0.0983
664,"CAGL0F08569g",1,"ChrF_C_glabrata_CBS138",853489,854892,1404,5,3.56,348,0,6,186,0.096,406,0.289,106,55,69,0.0755,0.0917,0.115
665,"CAGL0F07249g",1,"ChrF_C_glabrata_CBS138",705261,708296,3036,10,3.29,342,9,0,131,0.126,983,0.324,233,57,65,0.0767,0.095,0.1083
666,"CAGL0I03828g",1,"ChrI_C_glabrata_CBS138",328636,334963,6328,2,0.32,7,0,14,174,0.009,3949,0.624,604,71,56,0.0954,0.1183,0.0933
